,Stock name,Symbol,Country of origin
22,ING Groep N.V.,ISG,Netherlands
23,ING Groep N.V.,ISP,Netherlands
24,Ingersoll-Rand plc,IR,US
25,Ingram Micro Inc.,IM,US
26,Ingredion Incorporated,INGR,US
27,Inland Real Estate Corporation,IRC,US
28,Inland Real Estate Corporation,IRC.PRA,US
29,Inphi Corporation,IPHI,US
30,"Insperity, Inc.",NSP,US
31,"Installed Building Products, Inc.",IBP,US
32,"Integrys Energy Group, Inc.",IEH,US
33,"Integrys Energy Group, Inc.",TEG,US
34,Intelsat S.A.,I,US
35,Intelsat S.A.,I.PRA,US
36,"Intercontinental Exchange, Inc.",ICE,US
37,InterContinental Hotels Group PLC,IHG,United Kingdom
38,International Business Machines Corporation,IBM,US
39,International Flavors & Fragrances Inc.,IFF,US
40,International Game Technology,IGT,US
41,International Paper Co.,IP,US
42,International Rectifier Corporation,IRF,US
43,International Shipholding Corporation,ISH,US
44,International Shipholding Corporation,ISH.PRA,US
45,International Shipholding Corporation,ISH.PRB,US
46,InterOil Corporation,IOC,Papua New Guinea
47,The Interpublic Group of Companies Inc.,IPG,US
48,Interstate Power and Light Company,IPL.PRD,US
49,InterXion Holding N.V.,INXN,US
50,"IntraLinks Holdings, Inc.",IL,US
51,"Intrawest Resorts Holdings, Inc.",SNOW,US
52,"Intrepid Potash, Inc.",IPI,US
53,Intrexon Corporation,XON,US
54,Invacare Corporation,IVC,US
55,"InvenSense, Inc.",INVN,US
56,Invesco Ltd.,IVZ,Bermuda
57,Invesco Bond Fund,VBF,US
58,Invesco California Value Municipal Income Trust,VCV,US
59,Invesco Credit Dynamic Opportunities Fund,VTA,US
60,Invesco High Income Trust II,VLT,US
61,Invesco Mortgage Capital Inc.,IVR,US
62,Invesco Mortgage Capital Inc.,IVR.PRA,US
63,Invesco Municipal Income Opportunities Trust,OIA,US
64,Invesco Municipal Opportunity Trust,VMO,US
65,Invesco Municipal Trust,VKQ,US
66,Invesco Pennsylvania Value Municipal Income Trust,VPV,US
67,Invesco Quality Municipal Income Trust,IQI,US
68,Invesco Senior Income Trust,VVR,US
69,Invesco Trust for Investment Grade Municipals,VGM,US
70,Invesco Trust For Investment Grade New York Municipals,VTN,US
71,Invesco Value Municipal Income Trust,IIM,US
72,Investment Technology Group Inc.,ITG,US
73,Investors Real Estate Trust,IRET,US
74,Investors Real Estate Trust,IRET.PR,US
75,Investors Real Estate Trust,IRET.PRB,US
76,Invitae Corp.,NVTA,US
77,Ion Geophysical Corporation,IO,US
78,Iron Mountain Inc.,IRM,US
79,IRSA Inversiones Y Representaciones S.A.,IRS,Argentina
80,iSoftStone Holdings Limited,ISS,US
81,iStar Financial Inc.,STAR,US
82,iStar Financial Inc.,STAR.PRD,US
83,iStar Financial Inc.,STAR.PRE,US
84,iStar Financial Inc.,STAR.PRF,US
85,iStar Financial Inc.,STAR.PRG,US
86,iStar Financial Inc.,STAR.PRI,US
87,Itau Unibanco Holding S.A.,ITUB,Brazil
88,ITC Holdings Corp.,ITC,US
89,ITT Corporation,ITT,US
90,ITT Educational Services Inc.,ESI,US
0,J. M. Smucker Company,SJM,US
1,Jabil Circuit Inc.,JBL,US
2,Jacobs Engineering Group Inc.,JEC,US
3,James Hardie Industries plc,JHX,Australia
4,Janus Capital Group Inc.,JNS,US
5,"Japan Smaller Capitalization Fund, Inc.",JOF,US
6,Jarden Corporation,JAH,US
7,Javelin Mortgage Investment Corp.,JMI,US
8,J.C. Penney Company Inc.,JCP,US
9,JGWPT Holdings Inc.,JGW,US
10,"JinkoSolar Holding Co., Ltd.",JKS,Cayman Islands
11,JMP Group Inc.,JMP,US
12,JMP Group Inc.,JMPB,US
13,JMP Group Inc.,JMPC,US
14,John Bean Technologies Corporation,JBT,US
15,John Hancock Financial Opportunities Fund,BTO,US
16,John Hancock Hedged Equity & Income Fund,HEQ,US
17,John Hancock Income Securities Trust,JHS,US
18,John Hancock Investors Trust,JHI,US
19,John Hancock Preferred Income Fund II,HPF,US
20,John Hancock Preferred Income Fund,HPI,US
21,John Hancock Preferred Income Fund III,HPS,US
22,John Hancock Premium Dividend Fund,PDT,US
23,John Hancock Tax- Advantaged Dividend Income,HTD,US
24,John Hancock Tax-Advantaged Global Shareholder Yield Fund,HTY,US
25,"John Wiley & Sons, Inc.",JW.A,US
26,Johnson & Johnson,JNJ,US
27,"Johnson Controls, Inc.",JCI,US
28,"Jones Energy, Inc.",JONE,US
29,Jones Lang Lasalle Inc.,JLL,US
30,"Journal Communications, Inc.",JRN,US
31,JPMorgan Chase & Co.,JPM,US
32,JPMorgan Chase & Co.,JPM.PRA,US
33,JPMorgan Chase & Co.,JPM.PRB,US
34,JPMorgan Chase & Co.,JPM.PRD,US
35,JPMorgan Chase & Co.,JPM.PRE,US
36,JPMorgan Chase & Co.,JPM.WS,US
37,JPMorgan Chase Capital XXIX,JPM.PRC,US
38,"JPMorgan China Region Fund, Inc.",JFC,US
39,Jumei International Holding Limited,JMEI,China
40,Juniper Networks,JNPR,US
41,Just Energy Group Inc.,JE,US
0,Kadant Inc.,KAI,US
1,Kaman Corporation,KAMN,US
2,Kansas City Southern,KSU,US
3,Kansas City Southn Inds Inc,KSU.PR,US
4,KapStone Paper and Packaging Corporation,KS,US
5,KAR Auction Services,KAR,US
6,Kate Spade & Company,KATE,US
7,Kayne Anderson Energy Development Company,KED,US
8,"Kayne Anderson Energy Total Return Fund, Inc.",KYE,US
9,"Kayne Anderson Midstream/Energy Fund, Inc.",KMF,US
10,Kayne Anderson MLP Investment Company,KYN,US
11,Kayne Anderson MLP Investment Company,KYN.PRE,US
12,Kayne Anderson MLP Investment Company,KYN.PRF,US
13,Kayne Anderson MLP Investment Company,KYN.PRG,US
14,KB Financial Group Inc.,KB,South Korea
15,KB Home,KBH,US
16,"KBR, Inc.",KBR,US
17,"KCAP Financial, Inc.",KAP,US
18,"KCG Holdings, Inc.",KCG,US
19,Kellogg Company,K,US
20,KEMET Corporation,KEM,US
21,Kemper Corporation,KMPA,US
22,Kemper Corporation,KMPR,US
23,Kennametal Inc.,KMT,US
24,"Kennedy-Wilson Holdings, Inc.",KW,US
25,"Kennedy-Wilson Holdings, Inc.",KWN,US
26,"Key Energy Services, Inc.",KEG,US
27,KeyCorp,KEY,US
28,KeyCorp,KEY.PRG,US
29,Kilroy Realty Corporation,KRC,US
30,Kilroy Realty Corporation,KRC.PRG,US
31,Kilroy Realty Corporation,KRC.PRH,US
32,Kimberly-Clark Corporation,KMB,US
33,Kimco Realty Corporation,KIM,US
34,Kimco Realty Corporation,KIM.PRH,US
35,Kimco Realty Corporation,KIM.PRI,US
36,Kimco Realty Corporation,KIM.PRJ,US
37,Kimco Realty Corporation,KIM.PRK,US
38,"Kinder Morgan, Inc.",KMI,US
39,"Kinder Morgan, Inc.",KMI.WS,US
40,Kinder Morgan Energy Partners L.P,KMP,US
41,"Kinder Morgan Management, LLC",KMR,US
42,"Kindred Healthcare, Inc.",KND,US
43,King,KING,Ireland
44,Kingsway Financial Services Inc.,KFS,Canada
45,Kinross Gold Corporation,KGC,Canada
46,Kirby Corporation,KEX,US
47,Kite Realty Group Trust,KRG,US
48,Kite Realty Group Trust,KRG.PRA,US
49,KKR & Co. L.P.,KKR,US
50,KKR Financial Holdings LLC,KFH,US
51,KKR Financial Holdings LLC,KFI,US
52,KKR Financial Holdings LLC,KFN.PR,US
53,KKR Income Opportunities Fund,KIO,US
54,"KMG Chemicals, Inc.",KMG,US
55,"Knight Transportation, Inc.",KNX,US
56,"Knoll, Inc.",KNL,US
57,KNOT Offshore Partners LP,KNOP,US
58,Knowles Corporation,KN,US
59,Kohls Corporation,KSS,US
60,Konami Corporation,KNM,Japan
61,Koninklijke Philips N.V.,PHG,Netherlands
62,Koppers Holdings Inc.,KOP,US
63,Korea Electric Power Corporation,KEP,South Korea
64,"Korea Equity Fund, Inc.",KEF,US
65,"The Korea Fund, Inc.",KF,US
66,Korn Ferry International,KFY,US
67,Kosmos Energy Ltd.,KOS,US
68,"Kraton Performance Polymers, Inc.",KRA,US
69,"Krispy Kreme Doughnuts, Inc.",KKD,US
70,Kroger Co.,KR,US
71,"KRONOS Worldwide, Inc.",KRO,US
72,KT Corporation,KT,South Korea
73,Kyocera Corporation,KYO,Japan
0,L-3 Communications,LLL,US
1,L Brands,LB,US
2,La Quinta Inns & Suites,LQ,US
3,La-Z-Boy,LZB,US
4,LabCorp,LH,US
5,Laclede Group,LG,US
6,Ladder Capital Corp,LADR,US
7,"Landauer, Inc.",LDR,US
8,"Lannett Company, Inc",LCI,US
9,Laredo Petroleum,LPI,US
10,Las Vegas Sands,LVS,US
11,LaSalle Hotel Properties,LHO,US
12,LaSalle Hotel Properties,LHO.PRH,US
13,LaSalle Hotel Properties,LHO.PRI,US
14,LATAM Airlines Group,LFL,Chile
15,Lazard,LAZ,US
16,LeapFrog Enterprises,LF,US
17,Lear Corporation,LEA,US
18,Lee Enterprises,LEE,US
19,Leggett & Platt,LEG,US
20,Lehigh Gas Partners LP,LGP,US
21,Leidos,LDOS,US
22,Leju Holdings Limited,LEJU,China
23,Lennar,LEN & LEN.B,US
24,Lennox International,LII,US
25,Lentuo International Inc.,LAS,China
26,Leucadia National,LUK,US
27,Level 3 Communications,LVLT,US
28,Lexington Realty Trust,LXP,US
29,Lexmark,LXK,US
30,LG Display,LPL,South Korea
31,Life Time Fitness,LTM,US
32,LifeLock,LOCK,US
33,LIN Media,LIN,US
34,Lincoln National Corporation,LNC,US
35,Lindsay Manufacturing,LNN,US
36,Lions Gate Entertainment,LGF,Canada
37,Lithia Motors,LAD,US
38,Live Nation Entertainment,LYV,US
39,Lloyds Banking Group,LYG,United Kingdom
40,Lockheed Martin,LMT,US
41,Loews Corporation,L,US
42,Lorillard Tobacco Company,LO,US
43,Louisiana-Pacific,LPX,US
44,Lowe's,LOW,US
45,"LRR Energy, L.P.",LRE,US
46,"LSB Industries, Inc.",LXU,US
47,LTC Properties Inc.,LTC,US
48,Luby's,LUB,US
49,Lumber Liquidators,LL,US
50,Luxfer Holdings PLC,LXFR,United Kingdom
51,Luxottica,LUX,Italy
52,"Lydall, Inc.",LDL,US
53,LyondellBasell,LYB,US
0,M&T Bank Corporation,MTB,US
1,M&T Bank Corporation,MTB.PR,US
2,M&T Bank Corporation,MTB.PRC,US
3,M&T Bank Corporation,MTB.WS,US
4,"M/I Homes, Inc.",MHO,US
5,"M/I Homes, Inc.",MHO.PRA,US
6,Macerich Co.,MAC,US
7,Mack Cali Realty Corporation,CLI,US
8,Macquarie Global Infrastructure Total Return Fund Inc.,MGU,US
9,Macquarie Infrastructure Company LLC,MIC,US
10,Macquarie/First Trust Global Infrastructure/Utilities Dividend & Income Fund,MFD,US
11,Macy's Inc.,M,US
12,Madison Covered Call & Equity Strategy Fund,MCN,US
13,Madison Strategic Sector Premium Fund,MSP,US
14,"Magellan Midstream Partners, L.P.",MMP,US
15,Magna International Inc.,MGA,Canada
16,MagnaChip Semiconductor Corporation,MX,US
17,Magnum Hunter Resources Corporation,MHR,US
18,"Maiden Holdings, Ltd.",MH.PRA,Bermuda
19,"Maiden Holdings North America, Ltd.",MHNA,Bermuda
20,"Maiden Holdings North America, Ltd.",MHNB,US
21,"Maiden Holdings North America, Ltd.",MHNC,US
22,Main Street Capital Corporation,MAIN,US
23,Main Street Capital Corporation,MSCA,US
24,MainStay Defined Term Municipal Opportunities Fund,MMD,US
25,Mallinckrodt Public Limited Company,MNK,US
26,Managed Duration Investment Grade Municipal Fund,MZF,US
27,Managed High Yield Plus Fund Inc.,HYF,US
28,Manchester United plc,MANU,United Kingdom
29,"Manitowoc Company, Inc.",MTW,US
30,"Manning & Napier, Inc.",MN,US
31,ManpowerGroup,MAN,US
32,Manulife Financial Corporation,MFC,Canada
33,Marathon Oil Corporation,MRO,US
34,Marathon Petroleum Corporation,MPC,US
35,Marcus Corporation,MCS,US
36,"Marcus & Millichap, Inc.",MMI,US
37,Marin Software Incorporated,MRIN,US
38,Marine Harvest ASA,MHG,US
39,Marine Products Corporation,MPX,US
40,Marinemax Inc.,HZO,US
41,Markel Corporation,MKL,US
42,"MarkWest Energy Partners, L.P.",MWE,US
43,Marriott Vacations Worldwide Corporation,VAC,US
44,Marsh & McLennan Companies Inc.,MMC,US
45,"Martha Stewart Living Omnimedia, Inc.",MSO,US
46,Martin Marietta Materials Inc.,MLM,US
47,Masco Corporation,MAS,US
48,Masonite International Corporation,DOOR,US
49,"MasTec, Inc.",MTZ,US
50,MasterCard Incorporated,MA,US
51,Matador Resources Company,MTDR,US
52,Materion Corporation,MTRN,US
53,"Matson, Inc.",MATX,US
54,"Maui Land & Pineapple Company, Inc.",MLP,US
55,"Mavenir Systems, Inc.",MVNR,US
56,Maxcom Telecomunicaciones S.A.B. de C.V.,MXT,Mexico
57,"MAXIMUS, Inc.",MMS,US
58,"MaxLinear, Inc.",MXL,US
59,MBIA Inc.,MBI,US
60,The McClatchy Company,MNI,US
61,"McCormick & Company, Inc.",MKC,US
62,"McCormick & Company, Inc.",MKC.V,US
63,"McDermott International, Inc.",MDR,US
64,McDonald's Corporation,MCD,US
65,McEwen Mining Inc.,MUX,US
66,"McGraw Hill Financial, Inc.",MHFI,US
67,McKesson Corporation,MCK,US
68,"M.D.C. Holdings, Inc.",MDC,US
69,"MDU Resources Group, Inc.",MDU,US
70,Mead Johnson Nutrition Company,MJN,US
71,Meadowbrook Insurance Group Inc.,MIG,US
72,MeadWestvaco Corporation,MWV,US
73,Mechel OAO,MTL,Russia
74,Mechel OAO,MTL.PR,Russia
75,Media General,MEG,US
76,"Medical Properties Trust, Inc.",MPW,US
77,"Medifast, Inc.",MED,US
78,Medley Capital Corporation,MCC,US
79,Medley Capital Corporation,MCQ,US
80,Medley Capital Corporation,MCV,US
81,"Mednax, Inc.",MD,US
82,Medtronic Inc.,MDT,US
83,Men's Wearhouse Inc.,MW,US
84,Merck & Co Inc.,MRK,US
85,Mercury General Corporation,MCY,US
86,Meredith Corporation,MDP,US
87,Meritage Homes Corporation,MTH,US
88,"Meritor, Inc.",MTOR,US
89,Merrill Lynch Capital Trust I,MER.PRK,US
90,Merrill Lynch Capital Trust II,MER.PRM,US
91,Merrill Lynch Capital Trust III,MER.PRP,US
92,"Merrill Lynch Depositor, Inc.",PIY,US
93,"Merrill Lynch Depositor, Inc.",PJL,US
94,"Merrill Lynch Depositor, Inc.",PJS,US
95,"Merrill Lynch Depositor, Inc.",PYB,US
96,"Merrill Lynch Depositor, Inc.",PYS,US
97,"Merrill Lynch Depositor, Inc.",PYT,US
98,"Merrill Lynch Depositor, Inc.",PZB,US
99,Merrill Lynch Preferred Capital Trust III,MER.PRD,US
100,Merrill Lynch Preferred Capital Trust IV,MER.PRE,US
101,Merrill Lynch Preferred Capital Trust IV,MER.PRF,US
102,Mesa Royalty Trust,MTR,US
103,Mesabi Trust,MSB,US
104,"Methode Electronics, Inc.",MEI,US
105,"MetLife, Inc.",MET,US
106,"MetLife, Inc.",MET.PRA,US
107,"MetLife, Inc.",MET.PRB,US
108,"MetLife, Inc.",MLU,US
109,Mettler Toledo International Inc.,MTD,Switzerland
110,"The Mexico Equity And Income Fund, Inc.",MXE,US
111,"The Mexico Fund, Inc.",MXF,Mexico
112,"MFA Financial, Inc.",MFA,US
113,"MFA Financial, Inc.",MFA.PRB,US
114,"MFA Financial, Inc.",MFO,US
115,MFC Industrial Ltd.,MIL,Canada
116,MFS Charter Income Trust,MCR,US
117,MFS Government Markets Income Trust,MGF,US
118,MFS High Income Municipal Trust,CXE,US
119,MFS High Yield Municipal Trust,CMU,US
120,MFS Intermarket Income Trust I,CMK,US
121,MFS Intermediate High Income Fund,CIF,US
122,MFS Intermediate Income Trust,MIN,US
123,MFS Investment Grade Municipal Trust,CXH,US
124,MFS Multimarket Income Trust,MMT,US
125,MFS Municipal Income Trust,MFM,US
126,MFS Special Value Trust,MFV,US
127,MGIC Investment Corporation,MTG,US
128,MGM Resorts International,MGM,US
129,Michael Kors Holdings Limited,KORS,US
130,Mid America Apartment Communities Inc.,MAA,US
131,"Midcoast Energy Partners, L.P.",MEP,US
132,"Midstates Petroleum Company, Inc.",MPO,US
133,"Millennial Media, Inc.",MM,US
134,"Miller Energy Resources, Inc.",MILL,US
135,"Miller Energy Resources, Inc.",MILL.PRC,US
136,"Miller Energy Resources, Inc.",MILL.PRD,US
137,Miller Industries Inc.,MLR,US
138,Mindray Medical International Limited,MR,China
139,Minerals Technologies Inc.,MTX,US
140,Mississippi Power Company,MP.PRD,US
141,"MISTRAS Group, Inc.",MG,US
142,MiX Telematics Limited,MIXT,South Africa
143,"Mizuho Financial Group, Inc.",MFG,Japan
144,Mobile TeleSystems,MBT,Russia
145,"Model N, Inc.",MODN,US
146,Modine Manufacturing Company,MOD,US
147,Moelis & Company,MC,US
148,Mohawk Industries Inc.,MHK,US
149,"Molina Healthcare, Inc.",MOH,US
150,Molson Coors Brewing Company,TAP,US
151,Molson Coors Brewing Company,TAP.A,US
152,"Molycorp, Inc.",MCP,US
153,Monmouth Real Estate Investment Corporation,MNR,US
154,Monmouth Real Estate Investment Corporation,MNR.PRA,US
155,Monmouth Real Estate Investment Corporation,MNR.PRB,US
156,Monsanto Company,MON,US
157,"Monster Worldwide, Inc.",MWW,US
158,"Montgomery Street Income Securities, Inc.",MTS,US
159,Montpelier Re Holdings Ltd.,MRH,Bermuda
160,Montpelier Re Holdings Ltd.,MRH.PRA,Bermuda
161,Moody's Corporation,MCO,US
162,Moog Inc.,MOG.A,US
163,Moog Inc.,MOG.B,US
164,Morgan Stanley,MS,US
165,Morgan Stanley,ICB,US
166,Morgan Stanley,MS.PRA,US
167,Morgan Stanley,MS.PRE,US
168,Morgan Stanley,MS.PRF,US
169,Morgan Stanley,MS.PRG,US
170,"Morgan Stanley Asia-Pacific Fund, Inc.",APF,US
171,Morgan Stanley Capital Trust III,MWR,US
172,Morgan Stanley Capital Trust IV,MWG,US
173,Morgan Stanley Capital Trust VIII,MSK,US
174,Morgan Stanley Capital Trust VII,MSZ,US
175,Morgan Stanley Capital Trust VI,MSJ,US
176,Morgan Stanley Capital Trust V,MWO,US
177,"Morgan Stanley China A Share Fund, Inc.",CAF,US
178,"Morgan Stanley Eastern European Fund, Inc.",RNE,US
179,"Morgan Stanley Emerging Markets Debt Fund, Inc.",MSD,US
180,"Morgan Stanley Emerging Markets Domestic Debt Fund, Inc.",EDD,US
181,"Morgan Stanley Emerging Markets Fund, Inc.",MSF,US
182,"Morgan Stanley India Investment Fund, Inc.",IIF,US
183,The Mosaic Company,MOS,US
184,"Motorola Solutions, Inc.",MSI,US
185,"Movado Group, Inc.",MOV,US
186,MPLX LP,MPLX,US
187,MRC Global Inc.,MRC,US
188,MS Structured Asset Corp.,HJV,US
189,MSA Safety Incorporated,MSA,US
190,Msc Industries Direct Co Inc.,MSM,US
191,"MSCI, Inc.",MSCI,US
192,"Mueller Industries, Inc.",MLI,US
193,"Mueller Water Products, Inc.",MWA,US
194,Murphy Oil Corporation,MUR,US
195,Murphy USA Inc.,MUSA,US
196,MV Oil Trust,MVO,US
197,"MVC Capital, Inc.",MVC,US
198,"MVC Capital, Inc.",MVCB,US
199,"Myers Industries, Inc.",MYE,US
0,Nabors Industries,NBR,United States
1,NACCO Industries,NC,United States
2,Nam Tai Property Inc.,NTP,Hong Kong
3,National Bank Holdings Corporation,NBHC,United States
4,National Bank of Greece,NBG,Greece
5,National Fuel Gas,NFG,United States
6,National Grid plc,NGG,United Kingdom
7,National Health Investors Inc.,NHI,United States
8,National Oilwell Varco,NOV,United States
9,National Presto Industries,NPK,United States
10,National Retail Properties,NNN,United States
11,Nationstar_Mortgage,NSM,United States
12,"Natural Gas Services Group, Inc.",NGS,United States
13,Vitamin Cottage Natural Grocers,NGVC,United States
14,Natural Resource Partners LP,NRP,United States
15,Natuzzi,NTZ,Italy
16,"Nautilus, Inc.",NLS,United States
17,Navigant Consulting,NCI,United States
18,Navigator Holdings Ltd.,NVGS,United States
19,Navios Maritime Acquisition Corporation,NNA,Greece
20,Navios Maritime Holdings,NM,Greece
21,Navistar International,NAV,United States
22,NCI Building Systems,NCS,United States
23,NCR Corporation,NCR,United States
24,"Neenah Paper, Inc.",NP,United States
25,Nelnet,NNI,United States
26,NeoPhotonics Corporation,NPTN,United States
27,NetSuite Inc.,N,United States
28,Neustar,NSR,United States
29,The New Home Company Inc.,NWHM,United States
30,New Jersey Resources,NJR,United States
31,New Media Investment Group Inc.,NEWM,United States
32,New Mountain Capital,NMFC,United States
33,New Oriental,EDU,China
34,New Residential Investment Corp,NRZ,United States
35,New Source Energy Partners L.P.,NSLP,United States
36,New York & Company,NWY,United States
37,New York Community Bank,NYCB,United States
38,The New York Times Company,NYT,United States
39,Newcastle Investment Corp.,NCT,United States
40,Newell Rubbermaid,NWL,United States
41,Ethyl Corporation,NEU,United States
42,Newmont Corporation,NEM,United States
43,Newpark Resources Inc.,NR,United States
44,NextEra Energy,NEE,United States
45,NextEra Energy Partners,NEP,United States
46,NGL Energy Partners LP,NGL,United States
47,Nidec,NJ,Japan
48,Nielsen N.V.,NLSN,Netherlands
49,"Nike, Inc.",NKE,United States
50,Nimble Storage,NMBL,United States
51,Nippon Telegraph and Telephone,NTT,Japan
52,Niska Gas Storage Partners,NKA,United States
53,NiSource,NI,United States
54,NL Industries,NL,United States
55,Noah Holdings Limited,NOAH,China
56,Nokia,NOK,Finland
57,Nomura Holdings,NMR,Japan
58,"Norcraft Companies, Inc.",NCFT,United States
59,Nord Anglia Education,NORD,United States
60,Nordic American Tankers Limited,NAT,Bermuda
61,Nordion,NDZ,Canada
62,Nordstrom,JWN,United States
63,Norfolk Southern Railway,NSC,United States
64,Nortel Inversora S A,NTL,Argentina
65,North American Energy Partners Inc.,NOA,Canada
66,North European Oil Royalty Trust,NRT,United States
67,Northeast Utilities,NU,United States
68,Northern Tier Energy LP,NTI,United States
69,Northrop Grumman,NOC,United States
70,NW Natural,NWN,United States
71,NorthWestern Corporation,NWE,United States
72,Novartis,NVS,Switzerland
73,Novo Nordisk,NVO,Denmark
74,NOW Inc.,DNOW,United States
75,NQ Mobile Inc.,NQ,China
76,NRG Energy,NRG,United States
77,"NRG Yield, Inc.",NYLD,United States
78,NTT DoCoMo,DCM,Japan
79,Nu Skin Enterprises,NUS,United States
80,Nucor,NUE,United States
81,NuStar Energy,NS,United States
82,"NuStar GP Holdings, LLC",NSH,United States
83,"NuStar Logistics, L.P.",NSS,United States
84,"Nuverra Environmental Solutions, Inc.",NES,United States
85,Nvidia Corporation,NVDA,United States
86,"NVR, Inc.",NVR,United States
0,"Oaktree Capital Group, LLC",OAK,US
1,Occidental Petroleum Corporation,OXY,US
2,Oceaneering International Inc.,OII,US
3,Och-Ziff Capital Management Group LLC,OZM,US
4,OCI Partners LP,OCIP,US
5,OCI Resources LP,OCIR,US
6,Ocwen Financial Corporation,OCN,US
7,Office Depot Inc.,ODP,US
8,OFG Bancorp,OFG,US
9,OFG Bancorp,OFG.PRA,Puerto Rico
10,OFG Bancorp,OFG.PRB,Puerto Rico
11,OFG Bancorp,OFG.PRD,Puerto Rico
12,OGE Energy Corp.,OGE,US
13,Oi S.A.,OIBR,Brazil
14,Oi S.A.,OIBR.C,Brazil
15,Oil Dri Corporation of America,ODC,US
16,"Oil States International, Inc",OIS,US
17,"Oiltanking Partners, L.P.",OILT,US
18,Old Republic International Corporation,ORI,US
19,Olin Corporation,OLN,US
20,"OM Group, Inc.",OMG,US
21,"Omega Healthcare Investors, Inc",OHI,US
22,Omega Protein Corporation,OME,US
23,Omnicare Inc.,OCR,US
24,Omnicare Capital Trust I,OCR.PRA,US
25,Omnicare Capital Trust II,OCR.PRB,US
26,Omnicom Group Inc.,OMC,US
27,OMNOVA Solutions Inc.,OMN,US
28,"On Assignment, Inc.",ASGN,US
29,"ONE Gas, Inc.",OGS,US
30,"One Liberty Properties, Inc.",OLP,US
31,"OneBeacon Insurance Group, LTD",OB,US
32,"ONEOK, Inc.",OKE,US
33,"Oneok Partners, L.P.",OKS,US
34,"OPKO Health, Inc.",OPK,US
35,Oppenheimer Holdings Inc.,OPY,US
36,Oracle Corporation,ORCL,US
37,Orange S.A.,ORAN,France
38,Orbital Sciences Corporation,ORB,US
39,Orient Express Hotels Ltd.,BEL,US
40,Orion Engineered Carbons S.A.,OEC,Luxembourg
41,"Orion Marine Group, Inc.",ORN,US
42,Orix Corporation,IX,Japan
43,"Ormat Technologies, Inc.",ORA,US
44,Oshkosh Corporation,OSK,US
45,Owens & Minor Inc.,OMI,US
46,Owens Corning,OC,US
47,Owens Illinois Inc.,OI,US
48,Oxford Industries Inc.,OXM,US
49,"Oxford Resource Partners, LP",OXF,US
0,Pacific Coast Oil Trust,ROYT,US
1,Pacific Drilling S.A.,PACD,US
2,Packaging Corporation Of America,PKG,US
3,Pall Corporation,PLL,US
4,"Palo Alto Networks, Inc.",PANW,US
5,Pampa Energía S.A.,PAM,Argentina
6,"Pandora Media, Inc.",P,US
7,Panhandle Oil and Gas Inc,PHX,US
8,PAR Technology Corporation,PAR,US
9,Park Electrochemical Corporation,PKE,US
10,Parker Drilling Company,PKD,US
11,Parker Hannifin Corporation,PH,US
12,"Parsley Energy, Inc.",PE,US
13,PartnerRe Ltd.,PRE,Bermuda
14,PartnerRe Ltd.,PRE.PRD,Bermuda
15,PartnerRe Ltd.,PRE.PRE,Bermuda
16,PartnerRe Ltd.,PRE.PRF,Bermuda
17,"Paycom Software, Inc.",PAYC,US
18,PBF Energy Inc.,PBF,US
19,PBF Logistics LP,PBFX,US
20,"PCM Fund, Inc.",PCM,US
21,Peabody Energy Corporation,BTU,US
22,Pearson plc,PSO,United Kingdom
23,Pebblebrook Hotel Trust,PEB,US
24,Pebblebrook Hotel Trust,PEB.PRA,US
25,Pebblebrook Hotel Trust,PEB.PRB,US
26,Pebblebrook Hotel Trust,PEB.PRC,US
27,Pembina Pipeline Corporation,PBA,Canada
28,Pengrowth Energy Corporation,PGH,Canada
29,Penn Virginia Corporation,PVA,US
30,Penn West Petroleum Ltd.,PWE,Canada
31,PennantPark Investment Corporation,PNTA,US
32,Pennsylvania Real Estate Investment Trust,PEI,US
33,Pennsylvania Real Estate Investment Trust,PEI.PRA,US
34,Pennsylvania Real Estate Investment Trust,PEI.PRB,US
35,"PennyMac Financial Services, Inc.",PFSI,US
36,PennyMac Mortgage Investment Trust,PMT,US
37,"Penske Automotive Group, Inc.",PAG,US
38,"Pentair, Ltd.",PNR,Ireland
39,Pep Boys Manny Moe & Jack,PBY,US
40,"Pepco Holdings, Inc.",POM,US
41,PepsiCo Inc.,PEP,US
42,Performance Sports Group Ltd.,PSG,US
43,"PerkinElmer, Inc.",PKI,US
44,Permian Basin Royalty Trust,PBT,US
45,Perrigo Company PLC,PRGO,US
46,Petrobras - Petroleo Brasileiro S.A.,PBR,Brazil
47,Petrobras - Petróleo Brasileiro S.A.,PBR.A,Brazil
48,Petrobras Argentina S.A.,PZE,Argentina
49,PetroChina Company Limited,PTR,China
50,Petroleum & Resources Corporation,PEO,US
51,"Petroquest Energy, Inc.",PQ,US
52,Pfizer Inc.,PFE,US
53,PG&E Corporation,PCG,US
54,PharMerica Corporation,PMC,US
55,PHH Corporation,PHH,US
56,Philip Morris International Inc.,PM,US
57,Philippine Long Distance Telephone Co.,PHI,Philippines
58,Phillips 66,PSX,US
59,Phillips 66 Partners LP,PSXP,US
60,"The Phoenix Companies, Inc.",PNX,US
61,"The Phoenix Companies, Inc.",PFX,US
62,Phoenix New Media Limited,FENG,China
63,Physicians Realty Trust,DOC,US
64,Piedmont Natural Gas Co Inc.,PNY,US
65,Piedmont Office Realty Trust,PDM,US
66,Pier 1 Imports Inc.,PIR,US
